workerid,response6,response7,response4,response5,response2,response3,response1,response8,response9,pref9,obj1,obj3,obj2,ambiguous,slide_number,condition,trial_type,pref8,item,numFeatures,pref1,pref2,pref3,pref4,pref5,pref6,pref7,language,enjoyment,gender,age,comments,assess,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
1,0.5,NA,0.5,0.8,0.8,0.95,0.5,NA,NA,NA,123,311,123,False,17,212121,multi_slider,NA,933,6,solid,striped,green,blue,cloud,square,NA,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
2,0.35,NA,0.95,0.95,0.95,0.9,0.95,NA,NA,NA,333,122,333,False,3,212121,multi_slider,NA,919,6,striped,square,green,cloud,polka-dotted,red,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,NA,NA,0.4,0.9,0.95,0.2,0.25,NA,NA,NA,213,113,211,True,4,212232,multi_slider,NA,1185,5,blue,green,cloud,solid,circle,NA,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,0.1,0.05,0.25,0.9,0.05,0.05,0,NA,NA,NA,113,132,121,True,5,321111,multi_slider,NA,2077,7,green,red,solid,polka-dotted,cloud,blue,striped,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,NA,NA,0.95,NA,0.25,0.25,0.95,NA,NA,NA,132,131,132,True,6,322132,multi_slider,NA,1765,4,cloud,red,blue,polka-dotted,NA,NA,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,NA,NA,0.4,0.4,1,1,0.4,NA,NA,NA,321,311,331,True,7,113232,multi_slider,NA,2372,5,polka-dotted,square,blue,striped,solid,NA,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,0.7,0.7,0.65,0.7,0.65,0.7,0.6,0.7,0.75,square,312,223,131,False,8,111111,multi_slider,solid,1254,9,cloud,striped,polka-dotted,green,circle,red,blue,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,0.95,NA,0.6,0.9,0.6,0.9,0.6,NA,NA,NA,333,323,231,True,9,212222,multi_slider,NA,274,6,circle,striped,polka-dotted,blue,square,green,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,0.95,NA,0.9,0.7,0.65,0.9,1,NA,NA,NA,233,312,233,False,10,212121,multi_slider,NA,908,6,polka-dotted,green,red,solid,circle,square,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,0.95,0.95,0.2,0.95,0.95,0.25,0.95,NA,NA,NA,221,112,132,True,11,111212,multi_slider,NA,1922,7,circle,polka-dotted,red,cloud,blue,striped,solid,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,NA,NA,0.05,NA,0.05,0.95,0,NA,NA,NA,233,333,233,True,12,213232,multi_slider,NA,2253,4,polka-dotted,green,square,circle,NA,NA,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,NA,NA,NA,NA,0.2,0.25,0.25,NA,NA,NA,332,332,332,False,13,323232,multi_slider,NA,1959,3,red,square,polka-dotted,NA,NA,NA,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,0.15,NA,0.15,0.95,0.25,0.9,0.9,NA,NA,NA,331,123,121,True,14,211212,multi_slider,NA,768,6,polka-dotted,striped,square,cloud,green,blue,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,NA,NA,0.05,0.95,0.05,0,0.9,NA,NA,NA,331,232,331,True,15,212132,multi_slider,NA,239,5,circle,blue,square,polka-dotted,red,NA,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,0.95,NA,0.15,0.2,0.95,0.2,0.95,NA,NA,NA,333,223,321,True,16,122122,multi_slider,NA,1303,6,polka-dotted,circle,striped,square,green,blue,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
2,0.95,NA,0.2,0.05,1,0.9,0.15,NA,NA,NA,323,211,323,False,17,212121,multi_slider,NA,928,6,square,circle,blue,striped,green,solid,NA,english,2,Female,43,I was confused until I got about halfway through. and I did read the instructions. ,Confused,2,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3Q5ZZ9ZEVPB5M0PB5PLXK7R90MV588,2,Submitted,Fri Dec 21 02:13:37 PST 2018,Thu Dec 20 09:24:07 PST 2018,Thu Dec 20 09:33:37 PST 2018,,,,,,[],9.392516666666667
3,NA,NA,NA,NA,0.65,0.4,1,NA,NA,NA,223,223,223,False,3,323232,multi_slider,NA,1973,3,striped,green,circle,NA,NA,NA,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,NA,NA,1,1,0,0,0,NA,NA,NA,111,311,113,True,4,322122,multi_slider,NA,2039,5,green,solid,square,blue,cloud,NA,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,0.05,NA,1,0.05,0,1,0.5,NA,NA,NA,123,231,131,True,5,122112,multi_slider,NA,4,6,blue,circle,cloud,polka-dotted,striped,green,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,NA,NA,NA,NA,0.15,0.65,0.9,NA,NA,NA,132,132,132,False,6,323232,multi_slider,NA,1986,3,polka-dotted,red,cloud,NA,NA,NA,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,0.95,NA,0.25,0.05,0.95,0.05,0,NA,NA,NA,111,133,112,True,7,112132,multi_slider,NA,504,6,solid,blue,green,polka-dotted,red,cloud,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,0.95,0.05,0.05,0.65,0.05,0.95,0,NA,NA,NA,131,322,311,True,8,122111,multi_slider,NA,68,7,striped,solid,polka-dotted,red,blue,cloud,square,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,0.05,NA,0.05,1,0.05,0.95,0.05,NA,NA,NA,213,111,313,True,9,112132,multi_slider,NA,503,6,circle,solid,blue,square,cloud,green,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,NA,NA,NA,NA,0.05,1,0,NA,NA,NA,222,222,222,False,10,323232,multi_slider,NA,1974,3,red,circle,striped,NA,NA,NA,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,NA,NA,0.7,NA,0.95,0.7,0,NA,NA,NA,131,331,131,True,11,322132,multi_slider,NA,1755,4,square,polka-dotted,blue,cloud,NA,NA,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,0.95,NA,0.05,0,0.05,0.05,0.05,NA,NA,NA,332,122,112,True,12,123211,multi_slider,NA,1486,6,square,red,cloud,striped,solid,polka-dotted,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,NA,NA,0.05,0.1,0,0.05,0.95,NA,NA,NA,323,313,321,True,13,322122,multi_slider,NA,2015,5,blue,solid,square,green,striped,NA,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,NA,NA,NA,NA,0.05,0.05,0.9,NA,NA,NA,332,332,332,False,14,323232,multi_slider,NA,1957,3,polka-dotted,red,square,NA,NA,NA,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
3,0,NA,0.95,0,0.05,0.05,0.05,NA,NA,NA,332,112,331,True,15,212122,multi_slider,NA,727,6,solid,polka-dotted,cloud,blue,square,red,NA,english,2,Female,32,,Yes,2,Mac,900,1440,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3G5F9DBFOQTFD55JEKXG1IE7GTNVHK,3,Submitted,Fri Dec 21 02:15:26 PST 2018,Thu Dec 20 09:30:01 PST 2018,Thu Dec 20 09:35:26 PST 2018,,,,,,[],5.3767
